seasonId,playerId,goalieFullName,lastName,teamAbbrev,shootsCatches,gamesPlayed,gamesStarted,starts_pct,toi_total_sec,toi_total_min,toi_pg_sec,toi_pg_min,shotsAgainst,saves,goalsAgainst,shutouts,wins,losses,otLosses,save_pct_calc,gaa_calc,shots_against_pg,saves_pg,goals_against_pg,win_pct,shots_against_per_60,saves_per_60,penaltyMinutes,assists
20252026,8475311,Darcy Kuemper,Kuemper,LAK,L,50,50,1.0,173274,2887.9,3465.48,57.758,1234,1100,134,3,19,14,15,0.8914100486223663,2.7840299179334465,24.68,22.0,2.68,0.38,25.63800685619308,22.853976938259635,6,1
20252026,8481551,Colten Ellis,Ellis,BUF,L,16,14,0.875,54680,911.3333333333334,3417.5,56.958333333333336,455,411,44,1,8,4,2,0.9032967032967033,2.896854425749817,28.4375,25.6875,2.75,0.5,29.95610826627652,27.0592538405267,0,1
20252026,8478048,Igor Shesterkin,Shesterkin,NYR,L,51,51,1.0,181453,3024.2166666666667,3557.901960784314,59.2983660130719,1425,1299,126,1,25,19,6,0.911578947368421,2.4998208902580834,27.941176470588236,25.470588235294116,2.4705882352941178,0.49019607843137253,28.2717838779188,25.771962987660718,11,0
20252026,8479979,Jake Oettinger,Oettinger,DAL,L,54,54,1.0,191651,3194.1833333333334,3549.0925925925926,59.15154320987654,1372,1234,138,4,35,12,6,0.8994169096209913,2.5922118851453946,25.40740740740741,22.85185185185185,2.5555555555555554,0.6481481481481481,25.771845698691894,23.1796338135465,0,1
20252026,8478009,Ilya Sorokin,Sorokin,NYI,L,55,54,0.9818181818181818,193570,3226.1666666666665,3519.4545454545455,58.657575757575756,1530,1386,144,7,29,24,2,0.9058823529411765,2.678100945394431,27.818181818181817,25.2,2.618181818181818,0.5272727272727272,28.45482254481583,25.776721599421396,4,1
20252026,8479361,Joseph Woll,Woll,TOR,L,39,38,0.9743589743589743,133804,2230.0666666666666,3430.871794871795,57.18119658119658,1220,1097,124,2,15,16,7,0.8991803278688525,3.33622313234283,31.28205128205128,28.128205128205128,3.1794871794871793,0.38461538461538464,32.824130818211714,29.51481271112971,2,1
20252026,8480045,Ukko-Pekka Luukkonen,Luukkonen,BUF,L,35,34,0.9714285714285714,121666,2027.7666666666667,3476.1714285714284,57.936190476190475,930,846,85,1,22,9,3,0.9096774193548387,2.5150822744234214,26.571428571428573,24.17142857142857,2.4285714285714284,0.6285714285714286,27.51795900251508,25.03246593132017,4,1
20252026,8479193,Casey DeSmith,DeSmith,DAL,L,30,28,0.9333333333333333,105300,1755.0,3510.0,58.5,760,689,71,1,15,8,6,0.906578947368421,2.427350427350427,25.333333333333332,22.966666666666665,2.3666666666666667,0.5,25.982905982905983,23.555555555555557,2,0
20252026,8473503,James Reimer,Reimer,OTT,L,14,13,0.9285714285714286,49067,817.7833333333333,3504.785714285714,58.41309523809524,289,256,33,1,7,4,2,0.8858131487889274,2.4211792039456252,20.642857142857142,18.285714285714285,2.357142857142857,0.5,21.20366030122078,18.782481097275156,0,0
20252026,8481692,Dustin Wolf,Wolf,CGY,L,57,55,0.9649122807017544,188954,3149.233333333333,3314.9824561403507,55.24970760233918,1558,1401,158,2,23,29,3,0.8992297817715019,3.0102564645363423,27.333333333333332,24.57894736842105,2.7719298245614037,0.40350877192982454,29.683415011060895,26.692210802629212,4,0
